linea;nodo_1;nodo_2;distancia;descripcion;tipodia;hora_desde;hora_hasta;tr_optimo;tr_minimo;tr_maximo;trayecto;sentido;secuencia;tipo_arco;
43;Terminal A - 3;Toberín B - 2 ó 5;2875;G11 P. Sur;Habil;08:00:00;09:00:00;0:10:10;0:09:39;0:10:40;1456;2;1;1;
43;Terminal A - 3;Toberín B - 2 ó 5;2875;G11 P. Sur;Habil;09:00:00;16:00:00;0:09:30;0:09:10;0:09:46;1456;2;1;1;
43;Terminal A - 3;Toberín B - 2 ó 5;2875;G11 P. Sur;Habil;16:00:00;17:00:00;0:10:22;0:09:53;0:10:48;1456;2;1;1;
43;Terminal A - 3;Toberín B - 2 ó 5;2875;G11 P. Sur;Habil;17:00:00;18:30:00;0:13:26;0:12:48;0:13:58;1456;2;1;1;
43;Terminal A - 3;Toberín B - 2 ó 5;2875;G11 P. Sur;Habil;18:30:00;19:30:00;0:14:12;0:13:32;0:14:50;1456;2;1;1;
43;Terminal A - 3;Toberín B - 2 ó 5;2875;G11 P. Sur;Habil;19:30:00;20:30:00;0:13:52;0:13:13;0:14:19;1456;2;1;1;
43;Terminal A - 3;Toberín B - 2 ó 5;2875;G11 P. Sur;Habil;20:30:00;30:00:00;0:14:36;0:13:42;0:14:53;1456;2;1;1;
43;Toberín B - 2 ó 5;Héroes C - 1;8570;G11 P. Sur;Habil;01:00:00;05:30:00;0:17:00;0:16:09;0:17:51;1456;2;2;1;
43;Toberín B - 2 ó 5;Héroes C - 1;8570;G11 P. Sur;Habil;05:30:00;06:30:00;0:16:43;0:15:53;0:17:19;1456;2;2;1;
43;Toberín B - 2 ó 5;Héroes C - 1;8570;G11 P. Sur;Habil;06:30:00;08:00:00;0:16:03;0:15:21;0:16:31;1456;2;2;1;
43;Toberín B - 2 ó 5;Héroes C - 1;8570;G11 P. Sur;Habil;08:00:00;09:00:00;0:16:05;0:15:18;0:16:52;1456;2;2;1;
43;Toberín B - 2 ó 5;Héroes C - 1;8570;G11 P. Sur;Habil;09:00:00;16:00:00;0:19:22;0:18:22;0:20:09;1456;2;2;1;
43;Toberín B - 2 ó 5;Héroes C - 1;8570;G11 P. Sur;Habil;16:00:00;17:00:00;0:21:58;0:20:31;0:23:16;1456;2;2;1;
43;Toberín B - 2 ó 5;Héroes C - 1;8570;G11 P. Sur;Habil;17:00:00;18:30:00;0:19:16;0:18:05;0:20:16;1456;2;2;1;
43;Toberín B - 2 ó 5;Héroes C - 1;8570;G11 P. Sur;Habil;18:30:00;19:30:00;0:16:26;0:15:27;0:17:22;1456;2;2;1;
43;Toberín B - 2 ó 5;Héroes C - 1;8570;G11 P. Sur;Habil;19:30:00;20:30:00;0:13:34;0:12:46;0:14:09;1456;2;2;1;
43;Toberín B - 2 ó 5;Héroes C - 1;8570;G11 P. Sur;Habil;20:30:00;30:00:00;0:13:31;0:12:29;0:13:51;1456;2;2;1;
43;Héroes C - 1;Portal Sur T5;19079;G11 P. Sur;Habil;01:00:00;05:30:00;0:47:18;0:44:57;0:49:40;1456;2;3;1;
43;Héroes C - 1;Portal Sur T5;19079;G11 P. Sur;Habil;05:30:00;06:30:00;0:44:24;0:42:11;0:46:37;1456;2;3;1;
43;Héroes C - 1;Portal Sur T5;19079;G11 P. Sur;Habil;06:30:00;08:00:00;0:46:33;0:44:13;0:48:53;1456;2;3;1;
43;Héroes C - 1;Portal Sur T5;19079;G11 P. Sur;Habil;08:00:00;09:00:00;0:43:28;0:41:18;0:45:39;1456;2;3;1;
43;Héroes C - 1;Portal Sur T5;19079;G11 P. Sur;Habil;09:00:00;16:00:00;0:45:07;0:42:52;0:46:52;1456;2;3;1;
43;Héroes C - 1;Portal Sur T5;19079;G11 P. Sur;Habil;16:00:00;17:00:00;0:51:53;0:49:18;0:54:29;1456;2;3;1;
43;Héroes C - 1;Portal Sur T5;19079;G11 P. Sur;Habil;17:00:00;18:30:00;0:54:35;0:51:52;0:57:19;1456;2;3;1;
43;Héroes C - 1;Portal Sur T5;19079;G11 P. Sur;Habil;18:30:00;19:30:00;0:53:02;0:50:23;0:55:42;1456;2;3;1;
43;Héroes C - 1;Portal Sur T5;19079;G11 P. Sur;Habil;19:30:00;20:30:00;0:45:26;0:42:52;0:47:16;1456;2;3;1;
43;Héroes C - 1;Portal Sur T5;19079;G11 P. Sur;Habil;20:30:00;30:00:00;0:41:17;0:38:16;0:42:15;1456;2;3;1;
50;Toberín E - 1;Movistar Arena A - 2;11983;H72 P. Usme;Habil;01:00:00;05:30:00;00:31:40;00:30:12;00:33:09;1251;1;1;1;
50;Toberín E - 1;Movistar Arena A - 2;11983;H72 P. Usme;Habil;05:30:00;06:30:00;00:41:39;00:39:27;00:42:59;1251;1;1;1;
50;Toberín E - 1;Movistar Arena A - 2;11983;H72 P. Usme;Habil;06:30:00;08:00:00;00:30:35;00:28:58;00:31:33;1251;1;1;1;
50;Toberín E - 1;Movistar Arena A - 2;11983;H72 P. Usme;Habil;08:00:00;09:00:00;00:38:56;00:36:21;00:40:20;1251;1;1;1;
50;Toberín E - 1;Movistar Arena A - 2;11983;H72 P. Usme;Habil;09:00:00;16:00:00;00:31:01;00:28:52;00:32:47;1251;1;1;1;
50;Toberín E - 1;Movistar Arena A - 2;11983;H72 P. Usme;Habil;16:00:00;17:00:00;00:34:18;00:31:56;00:35:57;1251;1;1;1;
50;Toberín E - 1;Movistar Arena A - 2;11983;H72 P. Usme;Habil;17:00:00;18:30:00;00:38:56;00:36:32;00:40:49;1251;1;1;1;
50;Toberín E - 1;Movistar Arena A - 2;11983;H72 P. Usme;Habil;18:30:00;19:30:00;00:36:16;00:32:36;00:39:01;1251;1;1;1;
50;Toberín E - 1;Movistar Arena A - 2;11983;H72 P. Usme;Habil;19:30:00;20:30:00;00:38:11;00:34:42;00:41:59;1251;1;1;1;
50;Toberín E - 1;Movistar Arena A - 2;11983;H72 P. Usme;Habil;20:30:00;30:00:00;00:24:40;00:22:57;00:26:03;1251;1;1;1;
50;Movistar Arena A - 2;Portal Usme T5;17405;H72 P. Usme;Habil;01:00:00;05:30:00;0:52:59;0:50:37;0:58:34;1251;1;2;1;
50;Movistar Arena A - 2;Portal Usme T5;17405;H72 P. Usme;Habil;05:30:00;06:30:00;0:46:56;0:44:35;0:49:17;1251;1;2;1;
50;Movistar Arena A - 2;Portal Usme T5;17405;H72 P. Usme;Habil;06:30:00;08:00:00;0:48:45;0:46:19;0:51:11;1251;1;2;1;
50;Movistar Arena A - 2;Portal Usme T5;17405;H72 P. Usme;Habil;08:00:00;09:00:00;0:51:53;0:49:18;0:54:29;1251;1;2;1;
50;Movistar Arena A - 2;Portal Usme T5;17405;H72 P. Usme;Habil;09:00:00;16:00:00;0:53:45;0:49:45;0:56:30;1251;1;2;1;
50;Movistar Arena A - 2;Portal Usme T5;17405;H72 P. Usme;Habil;16:00:00;17:00:00;0:59:40;0:56:41;1:02:39;1251;1;2;1;
50;Movistar Arena A - 2;Portal Usme T5;17405;H72 P. Usme;Habil;17:00:00;18:30:00;1:05:45;1:02:28;1:09:02;1251;1;2;1;
50;Movistar Arena A - 2;Portal Usme T5;17405;H72 P. Usme;Habil;18:30:00;19:30:00;1:09:26;1:05:58;1:12:55;1251;1;2;1;
50;Movistar Arena A - 2;Portal Usme T5;17405;H72 P. Usme;Habil;19:30:00;20:30:00;0:58:34;0:55:38;1:01:30;1251;1;2;1;
50;Movistar Arena A - 2;Portal Usme T5;17405;H72 P. Usme;Habil;20:30:00;30:00:00;0:47:15;0:43:30;0:51:00;1251;1;2;1;
50;Portal Usme T5;Molinos B - 3;3366;B72  Toberín;Habil;01:00:00;05:30:00;00:12:01;00:11:31;00:12:01;1469;1;1;1;
50;Portal Usme T5;Molinos B - 3;3366;B72  Toberín;Habil;05:30:00;06:30:00;00:21:44;00:21:14;00:21:59;1469;1;1;1;
50;Portal Usme T5;Molinos B - 3;3366;B72  Toberín;Habil;06:30:00;08:00:00;00:16:26;00:15:56;00:16:41;1469;1;1;1;
50;Portal Usme T5;Molinos B - 3;3366;B72  Toberín;Habil;08:00:00;09:00:00;00:14:59;00:14:29;00:14:59;1469;1;1;1;
50;Portal Usme T5;Molinos B - 3;3366;B72  Toberín;Habil;09:00:00;16:00:00;00:13:54;00:13:24;00:14:24;1469;1;1;1;
50;Portal Usme T5;Molinos B - 3;3366;B72  Toberín;Habil;16:00:00;17:00:00;00:12:23;00:12:08;00:12:53;1469;1;1;1;
50;Portal Usme T5;Molinos B - 3;3366;B72  Toberín;Habil;17:00:00;18:30:00;00:15:36;00:15:21;00:15:51;1469;1;1;1;
50;Portal Usme T5;Molinos B - 3;3366;B72  Toberín;Habil;18:30:00;19:30:00;00:20:37;00:20:07;00:20:52;1469;1;1;1;
50;Portal Usme T5;Molinos B - 3;3366;B72  Toberín;Habil;19:30:00;20:30:00;00:16:51;00:16:21;00:17:21;1469;1;1;1;
50;Portal Usme T5;Molinos B - 3;3366;B72  Toberín;Habil;20:30:00;30:00:00;00:11:02;00:10:17;00:11:17;1469;1;1;1;
50;Molinos B - 3;Toberín B - 4 ó 6;26172;B72  Toberín;Habil;01:00:00;05:30:00;0:58:45;0:55:00;1:00:15;1469;1;2;1;
50;Molinos B - 3;Toberín B - 4 ó 6;26172;B72  Toberín;Habil;05:30:00;06:30:00;1:03:00;1:00:00;1:05:15;1469;1;2;1;
50;Molinos B - 3;Toberín B - 4 ó 6;26172;B72  Toberín;Habil;06:30:00;08:00:00;1:04:00;1:01:00;1:05:30;1469;1;2;1;
50;Molinos B - 3;Toberín B - 4 ó 6;26172;B72  Toberín;Habil;08:00:00;09:00:00;1:00:45;0:58:15;1:01:45;1469;1;2;1;
50;Molinos B - 3;Toberín B - 4 ó 6;26172;B72  Toberín;Habil;09:00:00;16:00:00;1:00:00;0:56:30;1:02:30;1469;1;2;1;
50;Molinos B - 3;Toberín B - 4 ó 6;26172;B72  Toberín;Habil;16:00:00;17:00:00;1:02:30;0:59:23;1:05:38;1469;1;2;1;
50;Molinos B - 3;Toberín B - 4 ó 6;26172;B72  Toberín;Habil;17:00:00;18:30:00;1:03:31;1:00:20;1:06:41;1469;1;2;1;
50;Molinos B - 3;Toberín B - 4 ó 6;26172;B72  Toberín;Habil;18:30:00;19:30:00;0:59:46;0:57:13;1:00:55;1469;1;2;1;
50;Molinos B - 3;Toberín B - 4 ó 6;26172;B72  Toberín;Habil;19:30:00;20:30:00;0:53:51;0:51:07;0:56:58;1469;1;2;1;
50;Molinos B - 3;Toberín B - 4 ó 6;26172;B72  Toberín;Habil;20:30:00;30:00:00;0:55:00;0:50:00;0:57:30;1469;1;2;1;
51;Toberín E - 1;Portal Tunal T5;25418;H73 P. Tunal;Habil;01:00:00;05:30:00;1:17:56;1:14:02;1:21:50;1471;1;1;1;
51;Toberín E - 1;Portal Tunal T5;25418;H73 P. Tunal;Habil;05:30:00;06:30:00;1:14:21;1:10:38;1:18:04;1471;1;1;1;
51;Toberín E - 1;Portal Tunal T5;25418;H73 P. Tunal;Habil;06:30:00;08:00:00;1:14:24;1:10:41;1:18:07;1471;1;1;1;
51;Toberín E - 1;Portal Tunal T5;25418;H73 P. Tunal;Habil;08:00:00;09:00:00;1:15:33;1:09:50;1:19:21;1471;1;1;1;
51;Toberín E - 1;Portal Tunal T5;25418;H73 P. Tunal;Habil;09:00:00;16:00:00;1:17:56;1:09:16;1:21:50;1471;1;1;1;
51;Toberín E - 1;Portal Tunal T5;25418;H73 P. Tunal;Habil;16:00:00;17:00:00;1:17:27;1:13:40;1:20:03;1471;1;1;1;
51;Toberín E - 1;Portal Tunal T5;25418;H73 P. Tunal;Habil;17:00:00;18:30:00;1:26:23;1:18:59;1:33:32;1471;1;1;1;
51;Toberín E - 1;Portal Tunal T5;25418;H73 P. Tunal;Habil;18:30:00;19:30:00;1:19:21;1:15:23;1:23:19;1471;1;1;1;
51;Toberín E - 1;Portal Tunal T5;25418;H73 P. Tunal;Habil;19:30:00;20:30:00;1:18:05;1:09:34;1:26:16;1471;1;1;1;
51;Toberín E - 1;Portal Tunal T5;25418;H73 P. Tunal;Habil;20:30:00;30:00:00;1:17:56;1:14:02;1:21:50;1471;1;1;1;
52;Portal Norte T5B;Héroes B - 2;9651;H75 P.Usme;Habil;01:00:00;05:30:00;0:30:17;0:29:08;0:31:09;1503;1;1;1;
52;Portal Norte T5B;Héroes B - 2;9651;H75 P.Usme;Habil;05:30:00;06:30:00;00:34:20;00:33:11;00:35:12;1503;1;1;1;
52;Portal Norte T5B;Héroes B - 2;9651;H75 P.Usme;Habil;06:30:00;08:00:00;00:33:49;00:32:37;00:34:44;1503;1;1;1;
52;Portal Norte T5B;Héroes B - 2;9651;H75 P.Usme;Habil;08:00:00;09:00:00;00:40:17;00:38:54;00:41:31;1503;1;1;1;
52;Portal Norte T5B;Héroes B - 2;9651;H75 P.Usme;Habil;09:00:00;16:00:00;00:31:39;00:30:12;00:32:46;1503;1;1;1;
52;Portal Norte T5B;Héroes B - 2;9651;H75 P.Usme;Habil;16:00:00;17:00:00;00:32:24;00:30:55;00:33:26;1503;1;1;1;
52;Portal Norte T5B;Héroes B - 2;9651;H75 P.Usme;Habil;17:00:00;18:30:00;00:33:39;00:32:12;00:35:06;1503;1;1;1;
52;Portal Norte T5B;Héroes B - 2;9651;H75 P.Usme;Habil;18:30:00;19:30:00;00:38:30;00:36:13;00:40:06;1503;1;1;1;
52;Portal Norte T5B;Héroes B - 2;9651;H75 P.Usme;Habil;19:30:00;20:30:00;00:39:18;00:36:55;00:41:20;1503;1;1;1;
52;Portal Norte T5B;Héroes B - 2;9651;H75 P.Usme;Habil;20:30:00;30:00:00;00:29:19;00:27:47;00:31:09;1503;1;1;1;
52;Héroes B - 2;Av. Jiménez B - 2 ó 5;7683;H75 P.Usme;Habil;01:00:00;05:30:00;00:30:39;00:28:54;00:31:33;1503;1;2;1;
52;Héroes B - 2;Av. Jiménez B - 2 ó 5;7683;H75 P.Usme;Habil;05:30:00;06:30:00;0:25:07;0:23:58;0:25:52;1503;1;2;1;
52;Héroes B - 2;Av. Jiménez B - 2 ó 5;7683;H75 P.Usme;Habil;06:30:00;08:00:00;0:23:36;0:22:37;0:24:10;1503;1;2;1;
52;Héroes B - 2;Av. Jiménez B - 2 ó 5;7683;H75 P.Usme;Habil;08:00:00;09:00:00;0:24:50;0:23:36;0:26:05;1503;1;2;1;
52;Héroes B - 2;Av. Jiménez B - 2 ó 5;7683;H75 P.Usme;Habil;09:00:00;16:00:00;0:24:28;0:23:14;0:25:20;1503;1;2;1;
52;Héroes B - 2;Av. Jiménez B - 2 ó 5;7683;H75 P.Usme;Habil;16:00:00;17:00:00;0:26:43;0:24:51;0:27:51;1503;1;2;1;
52;Héroes B - 2;Av. Jiménez B - 2 ó 5;7683;H75 P.Usme;Habil;17:00:00;18:30:00;0:25:56;0:24:07;0:27:12;1503;1;2;1;
52;Héroes B - 2;Av. Jiménez B - 2 ó 5;7683;H75 P.Usme;Habil;18:30:00;19:30:00;0:22:46;0:21:38;0:23:55;1503;1;2;1;
52;Héroes B - 2;Av. Jiménez B - 2 ó 5;7683;H75 P.Usme;Habil;19:30:00;20:30:00;0:21:02;0:19:59;0:22:05;1503;1;2;1;
52;Héroes B - 2;Av. Jiménez B - 2 ó 5;7683;H75 P.Usme;Habil;20:30:00;30:00:00;0:18:32;0:17:08;0:19:15;1503;1;2;1;
52;Av. Jiménez B - 2 ó 5;Portal Usme T6;10988;H75 P.Usme;Habil;01:00:00;05:30:00;0:30:48;0:29:35;0:31:43;1503;1;3;1;
52;Av. Jiménez B - 2 ó 5;Portal Usme T6;10988;H75 P.Usme;Habil;05:30:00;06:30:00;0:33:23;0:31:43;0:35:04;1503;1;3;1;
52;Av. Jiménez B - 2 ó 5;Portal Usme T6;10988;H75 P.Usme;Habil;06:30:00;08:00:00;0:33:40;0:31:59;0:35:21;1503;1;3;1;
52;Av. Jiménez B - 2 ó 5;Portal Usme T6;10988;H75 P.Usme;Habil;08:00:00;09:00:00;0:34:12;0:32:29;0:35:55;1503;1;3;1;
52;Av. Jiménez B - 2 ó 5;Portal Usme T6;10988;H75 P.Usme;Habil;09:00:00;16:00:00;0:35:26;0:33:45;0:36:38;1503;1;3;1;
52;Av. Jiménez B - 2 ó 5;Portal Usme T6;10988;H75 P.Usme;Habil;16:00:00;17:00:00;0:41:23;0:39:19;0:43:27;1503;1;3;1;
52;Av. Jiménez B - 2 ó 5;Portal Usme T6;10988;H75 P.Usme;Habil;17:00:00;18:30:00;0:42:04;0:39:15;0:43:58;1503;1;3;1;
52;Av. Jiménez B - 2 ó 5;Portal Usme T6;10988;H75 P.Usme;Habil;18:30:00;19:30:00;0:48:30;0:46:05;0:50:56;1503;1;3;1;
52;Av. Jiménez B - 2 ó 5;Portal Usme T6;10988;H75 P.Usme;Habil;19:30:00;20:30:00;0:42:28;0:40:20;0:44:35;1503;1;3;1;
52;Av. Jiménez B - 2 ó 5;Portal Usme T6;10988;H75 P.Usme;Habil;20:30:00;30:00:00;0:35:20;0:32:08;0:38:18;1503;1;3;1;
52;Portal Usme T6;Molinos B - 4 ó 6;3336;B75 P. Norte ;Habil;01:00:00;05:30:00;00:15:19;00:14:51;00:15:34;1503;2;1;1;
52;Portal Usme T6;Molinos B - 4 ó 6;3336;B75 P. Norte ;Habil;05:30:00;06:30:00;00:22:04;00:21:39;00:22:22;1503;2;1;1;
52;Portal Usme T6;Molinos B - 4 ó 6;3336;B75 P. Norte ;Habil;06:30:00;08:00:00;00:17:40;00:17:02;00:18:01;1503;2;1;1;
52;Portal Usme T6;Molinos B - 4 ó 6;3336;B75 P. Norte ;Habil;08:00:00;09:00:00;00:15:52;00:15:29;00:16:06;1503;2;1;1;
52;Portal Usme T6;Molinos B - 4 ó 6;3336;B75 P. Norte ;Habil;09:00:00;16:00:00;00:14:06;00:13:45;00:14:20;1503;2;1;1;
52;Portal Usme T6;Molinos B - 4 ó 6;3336;B75 P. Norte ;Habil;16:00:00;17:00:00;00:13:55;00:13:29;00:14:14;1503;2;1;1;
52;Portal Usme T6;Molinos B - 4 ó 6;3336;B75 P. Norte ;Habil;17:00:00;18:30:00;00:14:10;00:13:45;00:14:23;1503;2;1;1;
52;Portal Usme T6;Molinos B - 4 ó 6;3336;B75 P. Norte ;Habil;18:30:00;19:30:00;00:12:17;00:11:48;00:12:29;1503;2;1;1;
52;Portal Usme T6;Molinos B - 4 ó 6;3336;B75 P. Norte ;Habil;19:30:00;20:30:00;00:14:06;00:13:39;00:14:22;1503;2;1;1;
52;Portal Usme T6;Molinos B - 4 ó 6;3336;B75 P. Norte ;Habil;20:30:00;30:00:00;00:12:12;00:11:46;00:12:24;1503;2;1;1;
52;Molinos B - 4 ó 6;Calle 72 C - 3;14662;B75 P. Norte ;Habil;01:00:00;05:30:00;0:43:54;0:41:03;0:45:18;1503;2;2;1;
52;Molinos B - 4 ó 6;Calle 72 C - 3;14662;B75 P. Norte ;Habil;05:30:00;06:30:00;0:47:31;0:45:20;0:49:09;1503;2;2;1;
52;Molinos B - 4 ó 6;Calle 72 C - 3;14662;B75 P. Norte ;Habil;06:30:00;08:00:00;0:50:08;0:47:03;0:51:50;1503;2;2;1;
52;Molinos B - 4 ó 6;Calle 72 C - 3;14662;B75 P. Norte ;Habil;08:00:00;09:00:00;0:45:59;0:43:56;0:47:13;1503;2;2;1;
52;Molinos B - 4 ó 6;Calle 72 C - 3;14662;B75 P. Norte ;Habil;09:00:00;16:00:00;0:46:01;0:43:54;0:47:22;1503;2;2;1;
52;Molinos B - 4 ó 6;Calle 72 C - 3;14662;B75 P. Norte ;Habil;16:00:00;17:00:00;0:49:16;0:47:06;0:50:57;1503;2;2;1;
52;Molinos B - 4 ó 6;Calle 72 C - 3;14662;B75 P. Norte ;Habil;17:00:00;18:30:00;0:47:54;0:45:36;0:49:04;1503;2;2;1;
52;Molinos B - 4 ó 6;Calle 72 C - 3;14662;B75 P. Norte ;Habil;18:30:00;19:30:00;0:45:07;0:42:45;0:46:07;1503;2;2;1;
52;Molinos B - 4 ó 6;Calle 72 C - 3;14662;B75 P. Norte ;Habil;19:30:00;20:30:00;0:41:51;0:39:43;0:43:07;1503;2;2;1;
52;Molinos B - 4 ó 6;Calle 72 C - 3;14662;B75 P. Norte ;Habil;20:30:00;30:00:00;0:40:53;0:38:17;0:42:04;1503;2;2;1;
52;Calle 72 C - 3;Portal Norte T5B;11212;B75 P. Norte ;Habil;01:00:00;05:30:00;0:25:04;0:23:34;0:25:48;1503;2;3;1;
52;Calle 72 C - 3;Portal Norte T5B;11212;B75 P. Norte ;Habil;05:30:00;06:30:00;0:27:24;0:26:14;0:28:16;1503;2;3;1;
52;Calle 72 C - 3;Portal Norte T5B;11212;B75 P. Norte ;Habil;06:30:00;08:00:00;0:27:56;0:26:20;0:28:49;1503;2;3;1;
52;Calle 72 C - 3;Portal Norte T5B;11212;B75 P. Norte ;Habil;08:00:00;09:00:00;0:25:23;0:24:20;0:26:00;1503;2;3;1;
52;Calle 72 C - 3;Portal Norte T5B;11212;B75 P. Norte ;Habil;09:00:00;16:00:00;0:25:01;0:23:57;0:25:41;1503;2;3;1;
52;Calle 72 C - 3;Portal Norte T5B;11212;B75 P. Norte ;Habil;16:00:00;17:00:00;0:23:48;0:22:51;0:24:33;1503;2;3;1;
52;Calle 72 C - 3;Portal Norte T5B;11212;B75 P. Norte ;Habil;17:00:00;18:30:00;0:25:09;0:24:02;0:25:43;1503;2;3;1;
52;Calle 72 C - 3;Portal Norte T5B;11212;B75 P. Norte ;Habil;18:30:00;19:30:00;0:24:11;0:23:01;0:24:40;1503;2;3;1;
52;Calle 72 C - 3;Portal Norte T5B;11212;B75 P. Norte ;Habil;19:30:00;20:30:00;0:24:46;0:23:36;0:25:27;1503;2;3;1;
52;Calle 72 C - 3;Portal Norte T5B;11212;B75 P. Norte ;Habil;20:30:00;30:00:00;0:21:26;0:20:12;0:22:00;1503;2;3;1;
53;Universidades B - 4 ó 6;Portal 80 T-2;15152;D24 P.80;Habil;01:00:00;05:30:00;0:45:53;0:43:36;0:48:11;1425;1;1;1;
53;Universidades B - 4 ó 6;Portal 80 T-2;15152;D24 P.80;Habil;05:30:00;06:30:00;0:45:20;0:43:04;0:47:36;1425;1;1;1;
53;Universidades B - 4 ó 6;Portal 80 T-2;15152;D24 P.80;Habil;06:30:00;08:00:00;0:47:37;0:45:14;0:50:00;1425;1;1;1;
53;Universidades B - 4 ó 6;Portal 80 T-2;15152;D24 P.80;Habil;08:00:00;09:00:00;0:47:40;0:45:17;0:50:03;1425;1;1;1;
53;Universidades B - 4 ó 6;Portal 80 T-2;15152;D24 P.80;Habil;09:00:00;16:00:00;0:43:00;0:40:14;0:44:40;1425;1;1;1;
53;Universidades B - 4 ó 6;Portal 80 T-2;15152;D24 P.80;Habil;16:00:00;17:00:00;0:46:22;0:43:26;0:48:03;1425;1;1;1;
53;Universidades B - 4 ó 6;Portal 80 T-2;15152;D24 P.80;Habil;17:00:00;18:30:00;0:50:39;0:48:07;0:53:11;1425;1;1;1;
53;Universidades B - 4 ó 6;Portal 80 T-2;15152;D24 P.80;Habil;18:30:00;19:30:00;0:48:20;0:45:55;0:50:45;1425;1;1;1;
53;Universidades B - 4 ó 6;Portal 80 T-2;15152;D24 P.80;Habil;19:30:00;20:30:00;0:43:20;0:40:34;0:45:22;1425;1;1;1;
53;Universidades B - 4 ó 6;Portal 80 T-2;15152;D24 P.80;Habil;20:30:00;30:00:00;0:40:42;0:36:26;0:42:40;1425;1;1;1;
53;Portal 80 T-2;Granja - Cra. 77 D - 2 ó 5;2089;J24 UNIVERSIDADES;Habil;01:00:00;05:30:00;0:09:15;0:08:51;0:09:23;1425;2;1;1;
53;Portal 80 T-2;Granja - Cra. 77 D - 2 ó 5;2089;J24 UNIVERSIDADES;Habil;05:30:00;06:30:00;0:08:57;0:08:37;0:09:15;1425;2;1;1;
53;Portal 80 T-2;Granja - Cra. 77 D - 2 ó 5;2089;J24 UNIVERSIDADES;Habil;06:30:00;08:00:00;0:10:26;0:09:56;0:10:40;1425;2;1;1;
53;Portal 80 T-2;Granja - Cra. 77 D - 2 ó 5;2089;J24 UNIVERSIDADES;Habil;08:00:00;09:00:00;0:10:15;0:09:45;0:10:34;1425;2;1;1;
53;Portal 80 T-2;Granja - Cra. 77 D - 2 ó 5;2089;J24 UNIVERSIDADES;Habil;09:00:00;16:00:00;0:11:16;0:10:45;0:11:41;1425;2;1;1;
53;Portal 80 T-2;Granja - Cra. 77 D - 2 ó 5;2089;J24 UNIVERSIDADES;Habil;16:00:00;17:00:00;0:10:26;0:10:01;0:10:42;1425;2;1;1;
53;Portal 80 T-2;Granja - Cra. 77 D - 2 ó 5;2089;J24 UNIVERSIDADES;Habil;17:00:00;18:30:00;0:11:56;0:11:23;0:12:12;1425;2;1;1;
53;Portal 80 T-2;Granja - Cra. 77 D - 2 ó 5;2089;J24 UNIVERSIDADES;Habil;18:30:00;19:30:00;0:14:04;0:13:22;0:14:31;1425;2;1;1;
53;Portal 80 T-2;Granja - Cra. 77 D - 2 ó 5;2089;J24 UNIVERSIDADES;Habil;19:30:00;20:30:00;0:12:08;0:11:41;0:12:51;1425;2;1;1;
53;Portal 80 T-2;Granja - Cra. 77 D - 2 ó 5;2089;J24 UNIVERSIDADES;Habil;20:30:00;30:00:00;0:09:10;0:08:45;0:09:24;1425;2;1;1;
53;Granja - Cra. 77 D - 2 ó 5;Universidades A - 2 ó 5;13087;J24 UNIVERSIDADES;Habil;01:00:00;05:30:00;0:33:47;0:31:42;0:34:31;1425;2;2;1;
53;Granja - Cra. 77 D - 2 ó 5;Universidades A - 2 ó 5;13087;J24 UNIVERSIDADES;Habil;05:30:00;06:30:00;0:34:41;0:32:50;0:36:25;1425;2;2;1;
53;Granja - Cra. 77 D - 2 ó 5;Universidades A - 2 ó 5;13087;J24 UNIVERSIDADES;Habil;06:30:00;08:00:00;0:34:52;0:32:37;0:35:57;1425;2;2;1;
53;Granja - Cra. 77 D - 2 ó 5;Universidades A - 2 ó 5;13087;J24 UNIVERSIDADES;Habil;08:00:00;09:00:00;0:34:01;0:31:43;0:35:26;1425;2;2;1;
53;Granja - Cra. 77 D - 2 ó 5;Universidades A - 2 ó 5;13087;J24 UNIVERSIDADES;Habil;09:00:00;16:00:00;0:32:08;0:30:10;0:33:39;1425;2;2;1;
53;Granja - Cra. 77 D - 2 ó 5;Universidades A - 2 ó 5;13087;J24 UNIVERSIDADES;Habil;16:00:00;17:00:00;0:34:53;0:32:56;0:36:06;1425;2;2;1;
53;Granja - Cra. 77 D - 2 ó 5;Universidades A - 2 ó 5;13087;J24 UNIVERSIDADES;Habil;17:00:00;18:30:00;0:34:34;0:32:33;0:35:37;1425;2;2;1;
53;Granja - Cra. 77 D - 2 ó 5;Universidades A - 2 ó 5;13087;J24 UNIVERSIDADES;Habil;18:30:00;19:30:00;0:33:55;0:32:13;0:35:36;1425;2;2;1;
53;Granja - Cra. 77 D - 2 ó 5;Universidades A - 2 ó 5;13087;J24 UNIVERSIDADES;Habil;19:30:00;20:30:00;0:32:55;0:31:16;0:34:34;1425;2;2;1;
53;Granja - Cra. 77 D - 2 ó 5;Universidades A - 2 ó 5;13087;J24 UNIVERSIDADES;Habil;20:30:00;30:00:00;0:31:09;0:29:05;0:32:16;1425;2;2;1;
55;Portal Suba T7;La Campiña B - 1 ó 5;1002;J73 UNIVERSIDADES;Habil;01:00:00;05:30:00;0:07:59;0:07:35;0:08:23;1422;1;1;1;
55;Portal Suba T7;La Campiña B - 1 ó 5;1002;J73 UNIVERSIDADES;Habil;05:30:00;06:30:00;0:06:58;0:06:44;0:07:06;1422;1;1;1;
